folio,codigo,descripcion,marca,cantidad,precio,categoria
1043,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,6.000000,0.606000,PRODUCTOS DE CONFITERIA
1043,020039,DUVALIN TRISABOR 24/18PZ BARCEL,BARCEL,5.000000,52.085000,PRODUCTOS DE CONFITERIA
1043,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,12.000000,210.000000,PRODUCTOS DE CONFITERIA
1043,050109,DAMY 12/100PZ MONTES,MONTES,8.000000,216.216000,PRODUCTOS DE CONFITERIA
1043,150130,MEGA DONA C/CHILE 10/24 TOTIS,TOTIS,6.000000,0.024000,BOTANAS
1043,140159,CLORETS 2 S 32/60 ADAMS,ADAMS,7.000000,227.563000,Subfamilia de Varios
1043,150053,MEGA DONA C/CHILE 10/24/18GR GONAC,GONAC,7.000000,102.277000,BOTANAS
1043,150329,DONA C/CHILE PERSONAL 10/25/10G GONAC,GONAC,60.000000,954.000000,BOTANAS
1043,090017,BOMBON MINI MINI 4/30/28GR DLR,DLR,20.000000,132.020000,PRODUCTOS DE CONFITERIA
1043,090082,BOMBON GIGANTE 15/400GR DLR,DLR,20.000000,246.000000,PRODUCTOS DE CONFITERIA
1044,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,20.000000,1405.640000,BOTANAS
1044,150016,SABRIMAYOREO 44PZ ALEGRO,ALEGRO,15.000000,2025.000000,BOTANAS
1044,050397,PAQUETE DIVERSION 6/1.5KG BARCEL,BARCEL,5.000000,41.500000,PRODUCTOS DE CONFITERIA
1044,380001,OBLEA TIRA 50/10PZ BARCEL,BARCEL,5.000000,23.895000,PRODUCTOS DE CONFITERIA
1044,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,6.000000,0.606000,PRODUCTOS DE CONFITERIA
1044,020039,DUVALIN TRISABOR 24/18PZ BARCEL,BARCEL,5.000000,52.085000,PRODUCTOS DE CONFITERIA
1044,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,12.000000,210.000000,PRODUCTOS DE CONFITERIA
1044,050109,DAMY 12/100PZ MONTES,MONTES,8.000000,216.216000,PRODUCTOS DE CONFITERIA
1044,150130,MEGA DONA C/CHILE 10/24 TOTIS,TOTIS,6.000000,0.024000,BOTANAS
1044,140159,CLORETS 2 S 32/60 ADAMS,ADAMS,7.000000,227.563000,Subfamilia de Varios
1044,150053,MEGA DONA C/CHILE 10/24/18GR GONAC,GONAC,7.000000,102.277000,BOTANAS
1044,150329,DONA C/CHILE PERSONAL 10/25/10G GONAC,GONAC,60.000000,954.000000,BOTANAS
1044,090017,BOMBON MINI MINI 4/30/28GR DLR,DLR,20.000000,132.020000,PRODUCTOS DE CONFITERIA
1044,090082,BOMBON GIGANTE 15/400GR DLR,DLR,20.000000,246.000000,PRODUCTOS DE CONFITERIA
1046,360165,CUCHARA MONAR K SOPERA 40/25 MARGARITA,MARGARITA,20.000000,156.000000,Subfamilia de Varios
1047,360165,CUCHARA MONAR K SOPERA 40/25 MARGARITA,MARGARITA,20.000000,156.000000,Subfamilia de Varios
1048,180211,PLATO #6 25/20PZ URPRI,URPRI,5.000000,7704.820000,Subfamilia de Varios
1048,180403,CHAROLA 855 PIC NIC 10/50 CONVERMEX,CONVERMEX,5.000000,91.600000,Subfamilia de Varios
1048,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
1048,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
1048,180411,CHAROLA 66 PIC NIC 10/50 CONVERMEX,CONVERMEX,5.000000,91.600000,Subfamilia de Varios
1048,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,3.000000,1.485000,Subfamilia de Varios
1048,210363,ENVASE 32J32 946ML 20/15 DART,DART,3.000000,0.273000,Subfamilia de Varios
1048,180721,CHAROLA 007 10/50 REYMA,REYMA,10.000000,88.900000,Subfamilia de Varios
1048,180297,CONTENEDOR 9X9 LISO 8/25 REYMA,REYMA,2.000000,9.000000,Subfamilia de Varios
1048,180311,CONTENEDOR 9X9 DIV 8/25 REYMA,REYMA,2.000000,10.880000,Subfamilia de Varios
1048,210079,VASO # 8 20/50PZ REYMA,REYMA,8.000000,380.392000,Subfamilia de Varios
1048,210172,VASO # 12 20/50PZ REYMA,REYMA,2.000000,1116.440000,Subfamilia de Varios
1048,210173,VASO # 14 20/50PZ REYMA,REYMA,4.000000,27.288000,Subfamilia de Varios
1049,180211,PLATO #6 25/20PZ URPRI,URPRI,5.000000,7704.820000,Subfamilia de Varios
1049,180403,CHAROLA 855 PIC NIC 10/50 CONVERMEX,CONVERMEX,5.000000,91.600000,Subfamilia de Varios
1049,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
1049,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
1049,180411,CHAROLA 66 PIC NIC 10/50 CONVERMEX,CONVERMEX,5.000000,91.600000,Subfamilia de Varios
1049,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,3.000000,1.485000,Subfamilia de Varios
1049,210363,ENVASE 32J32 946ML 20/15 DART,DART,3.000000,0.273000,Subfamilia de Varios
1049,180721,CHAROLA 007 10/50 REYMA,REYMA,10.000000,88.900000,Subfamilia de Varios
1049,180297,CONTENEDOR 9X9 LISO 8/25 REYMA,REYMA,2.000000,9.000000,Subfamilia de Varios
1049,180311,CONTENEDOR 9X9 DIV 8/25 REYMA,REYMA,2.000000,10.880000,Subfamilia de Varios
1049,210079,VASO # 8 20/50PZ REYMA,REYMA,8.000000,380.392000,Subfamilia de Varios
1049,210172,VASO # 12 20/50PZ REYMA,REYMA,2.000000,1116.440000,Subfamilia de Varios
1049,210173,VASO # 14 20/50PZ REYMA,REYMA,4.000000,27.288000,Subfamilia de Varios
1050,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,10.000000,175.000000,PRODUCTOS DE CONFITERIA
1050,380001,OBLEA TIRA 50/10PZ BARCEL,BARCEL,4.000000,19.116000,PRODUCTOS DE CONFITERIA
1050,050109,DAMY 12/100PZ MONTES,MONTES,20.000000,540.540000,PRODUCTOS DE CONFITERIA
1050,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,8.000000,0.808000,PRODUCTOS DE CONFITERIA
1051,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,10.000000,175.000000,PRODUCTOS DE CONFITERIA
1051,380001,OBLEA TIRA 50/10PZ BARCEL,BARCEL,4.000000,19.116000,PRODUCTOS DE CONFITERIA
1051,050109,DAMY 12/100PZ MONTES,MONTES,20.000000,540.540000,PRODUCTOS DE CONFITERIA
1051,080029,PALETON TIRA 50/10PZ BARCEL,BARCEL,8.000000,0.808000,PRODUCTOS DE CONFITERIA
1052,210172,VASO # 12 20/50PZ REYMA,REYMA,40.000000,22328.800000,Subfamilia de Varios
1052,210076,VASO #5.5 20/50PZ REYMA,REYMA,40.000000,1753.120000,Subfamilia de Varios
1052,210079,VASO # 8 20/50PZ REYMA,REYMA,100.000000,4754.900000,Subfamilia de Varios
1052,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,100.000000,575.000000,Subfamilia de Varios
1052,180721,CHAROLA 007 10/50 REYMA,REYMA,100.000000,889.000000,Subfamilia de Varios
1052,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,100.000000,741.000000,Subfamilia de Varios
1052,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,100.000000,578.000000,Subfamilia de Varios
1052,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,100.000000,1832.000000,Subfamilia de Varios
1052,182479,CONTENEDOR 7X7 LISO 8/25 REYMA,REYMA,240.000000,5006.880000,Subfamilia de Varios
1052,180311,CONTENEDOR 9X9 DIV 8/25 REYMA,REYMA,15.000000,81.600000,Subfamilia de Varios
1053,180297,CONTENEDOR 9X9 LISO 8/25 REYMA,REYMA,15.000000,67.500000,Subfamilia de Varios
1053,180945,HAMBURGUESERA 20/25 REYMA,REYMA,20.000000,366.400000,Subfamilia de Varios
1056,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
1056,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,5.000000,28.750000,Subfamilia de Varios
1057,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
1057,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,5.000000,28.750000,Subfamilia de Varios
1060,050109,DAMY 12/100PZ MONTES,MONTES,220.000000,5945.940000,PRODUCTOS DE CONFITERIA
1065,180403,CHAROLA 855 PIC NIC 10/50 CONVERMEX,CONVERMEX,15.000000,274.800000,Subfamilia de Varios
1065,180411,CHAROLA 66 PIC NIC 10/50 CONVERMEX,CONVERMEX,15.000000,274.800000,Subfamilia de Varios
1065,210016,VASO # 108 40/25PZ CONVERMEX,CONVERMEX,10.000000,0.650000,Subfamilia de Varios
1065,210017,VASO # 110 40/25PZ CONVERMEX,CONVERMEX,6.000000,26.298000,Subfamilia de Varios
1065,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,5.000000,2.475000,Subfamilia de Varios
1065,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
1065,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,15.000000,111.150000,Subfamilia de Varios
1065,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,2.000000,36.640000,Subfamilia de Varios
1065,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,2.000000,11.560000,Subfamilia de Varios
1065,180945,HAMBURGUESERA 20/25 REYMA,REYMA,2.000000,36.640000,Subfamilia de Varios
1065,210414,VASO #10 20/50 PZ REYMA,REYMA,8.000000,33486.904000,Subfamilia de Varios
1065,210172,VASO # 12 20/50PZ REYMA,REYMA,8.000000,4465.760000,Subfamilia de Varios
1065,210173,VASO # 14 20/50PZ REYMA,REYMA,8.000000,54.576000,Subfamilia de Varios
1065,210076,VASO #5.5 20/50PZ REYMA,REYMA,5.000000,219.140000,Subfamilia de Varios
1065,210079,VASO # 8 20/50PZ REYMA,REYMA,15.000000,713.235000,Subfamilia de Varios
1065,180297,CONTENEDOR 9X9 LISO 8/25 REYMA,REYMA,2.000000,9.000000,Subfamilia de Varios
