folio,codigo,descripcion,marca,cantidad,precio,categoria
3081,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
3081,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,15.000000,111.150000,Subfamilia de Varios
3081,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,2.000000,36.640000,Subfamilia de Varios
3081,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,3.000000,17.340000,Subfamilia de Varios
3081,210079,VASO # 8 20/50PZ REYMA,REYMA,5.000000,237.745000,Subfamilia de Varios
3082,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,3.000000,1.485000,Subfamilia de Varios
3082,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
3082,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,15.000000,111.150000,Subfamilia de Varios
3082,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,2.000000,36.640000,Subfamilia de Varios
3082,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,3.000000,17.340000,Subfamilia de Varios
3082,210079,VASO # 8 20/50PZ REYMA,REYMA,5.000000,237.745000,Subfamilia de Varios
3102,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,10.000000,4.950000,Subfamilia de Varios
3102,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,25.000000,185.250000,Subfamilia de Varios
3102,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,8.000000,146.560000,Subfamilia de Varios
3102,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,8.000000,46.240000,Subfamilia de Varios
